standing,discipline,min_outdoors,min_zoom,undergrad,masters,phd,civil,mechanical,electrical,happiness
undergrad,mechanical,267,361,1,0,0,0,1,0,46.05084344639513
undergrad,civil,131,124,1,0,0,1,0,0,60.32891594850203
undergrad,electrical,159,207,1,0,0,0,0,1,43.40414802837867
undergrad,mechanical,233,123,1,0,0,0,1,0,92.73263059018142
undergrad,civil,134,353,1,0,0,1,0,0,77.75609717029394
undergrad,electrical,82,95,1,0,0,0,0,1,33.71669618156715
undergrad,mechanical,292,305,1,0,0,0,1,0,61.04605604038519
undergrad,civil,26,323,1,0,0,1,0,0,65.10388303116468
undergrad,electrical,75,197,1,0,0,0,0,1,57.293495031008426
undergrad,mechanical,105,181,1,0,0,0,1,0,79.44118320022923
undergrad,civil,125,324,1,0,0,1,0,0,20.942234697923553
undergrad,electrical,109,360,1,0,0,0,0,1,19.312388888222124
undergrad,mechanical,155,219,1,0,0,0,1,0,17.997781776393328
undergrad,civil,67,377,1,0,0,1,0,0,40.80313207710017
undergrad,electrical,265,109,1,0,0,0,0,1,34.48712445696139
undergrad,mechanical,182,181,1,0,0,0,1,0,42.66225643828928
undergrad,civil,216,104,1,0,0,1,0,0,44.157867397209365
undergrad,electrical,288,21,1,0,0,0,0,1,48.497028130678856
undergrad,mechanical,11,6,1,0,0,0,1,0,101.47454359744263
undergrad,civil,94,318,1,0,0,1,0,0,34.69036976889904
undergrad,electrical,145,242,1,0,0,0,0,1,51.23937131407006
undergrad,mechanical,27,174,1,0,0,0,1,0,56.503760140147214
undergrad,civil,174,119,1,0,0,1,0,0,53.638485310744244
undergrad,electrical,7,248,1,0,0,0,0,1,35.273298444426494
undergrad,mechanical,33,145,1,0,0,0,1,0,66.43057583213415
undergrad,civil,258,87,1,0,0,1,0,0,76.15821072926609
undergrad,electrical,111,292,1,0,0,0,0,1,35.2801370643477
undergrad,mechanical,37,303,1,0,0,0,1,0,71.45506889599122
undergrad,civil,119,40,1,0,0,1,0,0,58.19159530821234
undergrad,electrical,151,209,1,0,0,0,0,1,56.01400633973844
undergrad,mechanical,156,185,1,0,0,0,1,0,51.068671066462045
undergrad,civil,117,214,1,0,0,1,0,0,58.51653490845053
undergrad,electrical,146,74,1,0,0,0,0,1,62.67918099143807
undergrad,mechanical,289,199,1,0,0,0,1,0,83.65572304569561
undergrad,civil,285,153,1,0,0,1,0,0,40.84126105926404
undergrad,electrical,237,93,1,0,0,0,0,1,74.03086153402127
undergrad,mechanical,283,164,1,0,0,0,1,0,67.74606892192912
undergrad,civil,283,283,1,0,0,1,0,0,59.84122025769992
undergrad,electrical,126,190,1,0,0,0,0,1,26.473082007419492
undergrad,mechanical,270,377,1,0,0,0,1,0,50.437137044407706
undergrad,civil,216,305,1,0,0,1,0,0,66.29794708100667
undergrad,electrical,2,376,1,0,0,0,0,1,33.753052204965
undergrad,mechanical,185,382,1,0,0,0,1,0,34.27270586544806
undergrad,civil,87,320,1,0,0,1,0,0,48.14240921821212
undergrad,electrical,224,211,1,0,0,0,0,1,31.275625323621675
undergrad,mechanical,140,342,1,0,0,0,1,0,25.80680624405125
undergrad,civil,155,175,1,0,0,1,0,0,66.83576234100082
undergrad,electrical,109,62,1,0,0,0,0,1,61.37107270262089
undergrad,mechanical,37,99,1,0,0,0,1,0,70.79406409936047
undergrad,civil,107,65,1,0,0,1,0,0,75.34939736157486
undergrad,electrical,206,383,1,0,0,0,0,1,61.81222407595755
undergrad,mechanical,235,399,1,0,0,0,1,0,53.78439858520676
undergrad,civil,187,11,1,0,0,1,0,0,66.77805226001213
undergrad,electrical,42,347,1,0,0,0,0,1,12.49253140943739
undergrad,mechanical,141,99,1,0,0,0,1,0,51.99429188551256
undergrad,civil,179,185,1,0,0,1,0,0,63.515771511995275
undergrad,electrical,229,396,1,0,0,0,0,1,49.3719121063768
undergrad,mechanical,119,75,1,0,0,0,1,0,63.982542509521295
undergrad,civil,24,179,1,0,0,1,0,0,57.49274783823187
undergrad,electrical,185,88,1,0,0,0,0,1,31.10346963297163
undergrad,mechanical,58,302,1,0,0,0,1,0,35.51550263970779
undergrad,civil,162,193,1,0,0,1,0,0,68.85075342963518
undergrad,electrical,153,100,1,0,0,0,0,1,31.941097874269996
undergrad,mechanical,178,241,1,0,0,0,1,0,39.79878587193382
undergrad,civil,12,245,1,0,0,1,0,0,42.70855263526682
undergrad,electrical,100,196,1,0,0,0,0,1,61.69777567474007
undergrad,mechanical,176,279,1,0,0,0,1,0,56.39992737334209
undergrad,civil,233,395,1,0,0,1,0,0,75.52721402379807
undergrad,electrical,299,316,1,0,0,0,0,1,54.124561278763984
undergrad,mechanical,13,173,1,0,0,0,1,0,42.29358360940641
undergrad,civil,69,287,1,0,0,1,0,0,42.78123793525827
undergrad,electrical,251,25,1,0,0,0,0,1,28.60746612402096
undergrad,mechanical,6,182,1,0,0,0,1,0,55.66470444659804
undergrad,civil,125,327,1,0,0,1,0,0,41.22787207283519
undergrad,electrical,18,327,1,0,0,0,0,1,55.54409126881218
undergrad,mechanical,134,33,1,0,0,0,1,0,73.86921090880168
undergrad,civil,93,267,1,0,0,1,0,0,34.92532727674769
undergrad,electrical,124,148,1,0,0,0,0,1,45.89990103072729
undergrad,mechanical,251,27,1,0,0,0,1,0,42.73581863693384
undergrad,civil,235,366,1,0,0,1,0,0,37.35432081385919
undergrad,electrical,75,181,1,0,0,0,0,1,57.46138108464603
undergrad,mechanical,120,282,1,0,0,0,1,0,47.30687517170971
undergrad,civil,99,227,1,0,0,1,0,0,47.14425782113965
undergrad,electrical,289,295,1,0,0,0,0,1,38.17136744384676
undergrad,mechanical,138,164,1,0,0,0,1,0,31.077185496083132
undergrad,civil,61,350,1,0,0,1,0,0,52.864217523569785
undergrad,electrical,278,353,1,0,0,0,0,1,27.780344169465216
undergrad,mechanical,210,135,1,0,0,0,1,0,54.18644191334295
undergrad,civil,278,353,1,0,0,1,0,0,49.67528540634021
undergrad,electrical,269,237,1,0,0,0,0,1,54.730059712399395
undergrad,mechanical,219,360,1,0,0,0,1,0,70.85453959383594
undergrad,civil,80,46,1,0,0,1,0,0,40.88475531497327
undergrad,electrical,252,2,1,0,0,0,0,1,95.89777018073548
undergrad,mechanical,65,248,1,0,0,0,1,0,38.71322771078131
undergrad,civil,128,25,1,0,0,1,0,0,48.911341575235454
undergrad,electrical,216,122,1,0,0,0,0,1,48.350161504164404
undergrad,mechanical,219,54,1,0,0,0,1,0,71.93709526037051
undergrad,civil,213,235,1,0,0,1,0,0,58.646236326957926
undergrad,electrical,78,249,1,0,0,0,0,1,47.380369869010906
undergrad,mechanical,236,204,1,0,0,0,1,0,66.33176873452278
undergrad,civil,93,314,1,0,0,1,0,0,54.79419723332271
undergrad,electrical,142,312,1,0,0,0,0,1,49.367755614123055
undergrad,mechanical,288,236,1,0,0,0,1,0,52.27453959743562
undergrad,civil,117,348,1,0,0,1,0,0,29.289675128942136
undergrad,electrical,1,61,1,0,0,0,0,1,70.16459493563407
undergrad,mechanical,56,388,1,0,0,0,1,0,40.846159017991255
undergrad,civil,147,135,1,0,0,1,0,0,52.118846404105604
undergrad,electrical,253,43,1,0,0,0,0,1,47.71093179074808
undergrad,mechanical,212,42,1,0,0,0,1,0,76.29594406425105
undergrad,civil,20,283,1,0,0,1,0,0,25.10918609541291
undergrad,electrical,279,36,1,0,0,0,0,1,30.844398716348884
undergrad,mechanical,186,105,1,0,0,0,1,0,68.43663270813067
undergrad,civil,108,29,1,0,0,1,0,0,75.52547605726902
undergrad,electrical,275,142,1,0,0,0,0,1,46.454685873648415
undergrad,mechanical,58,36,1,0,0,0,1,0,50.87971698537093
undergrad,civil,247,33,1,0,0,1,0,0,52.02781297337481
undergrad,electrical,286,26,1,0,0,0,0,1,65.43608089692167
undergrad,mechanical,153,302,1,0,0,0,1,0,30.6950066355796
undergrad,civil,136,37,1,0,0,1,0,0,36.15359508495942
undergrad,electrical,162,86,1,0,0,0,0,1,64.56117640868965
undergrad,mechanical,245,152,1,0,0,0,1,0,50.9197994451218
undergrad,civil,190,383,1,0,0,1,0,0,54.6305207818875
undergrad,electrical,204,292,1,0,0,0,0,1,53.06799088674724
undergrad,mechanical,191,184,1,0,0,0,1,0,44.923679970553636
undergrad,civil,20,15,1,0,0,1,0,0,40.81693190158478
undergrad,electrical,160,201,1,0,0,0,0,1,39.06039352633355
undergrad,mechanical,131,379,1,0,0,0,1,0,31.04165732183573
undergrad,civil,201,109,1,0,0,1,0,0,90.3982470031782
undergrad,electrical,70,144,1,0,0,0,0,1,53.221342673035984
undergrad,mechanical,181,169,1,0,0,0,1,0,83.48738874463724
undergrad,civil,188,44,1,0,0,1,0,0,48.49884539983533
undergrad,electrical,262,155,1,0,0,0,0,1,58.9934531398072
undergrad,mechanical,272,6,1,0,0,0,1,0,46.74071322658825
undergrad,civil,239,133,1,0,0,1,0,0,86.23881029329993
undergrad,electrical,189,145,1,0,0,0,0,1,52.055433267338316
undergrad,mechanical,163,364,1,0,0,0,1,0,30.62645519902854
undergrad,civil,20,373,1,0,0,1,0,0,29.089241745970472
undergrad,electrical,162,370,1,0,0,0,0,1,49.314952505605376
undergrad,mechanical,183,339,1,0,0,0,1,0,50.35025468694397
undergrad,civil,65,177,1,0,0,1,0,0,72.7065976645276
undergrad,electrical,101,89,1,0,0,0,0,1,39.53498057324048
undergrad,mechanical,11,95,1,0,0,0,1,0,46.25898707092959
undergrad,civil,182,372,1,0,0,1,0,0,44.761735877255546
undergrad,electrical,290,142,1,0,0,0,0,1,39.549768122435694
undergrad,mechanical,100,395,1,0,0,0,1,0,50.051895360429235
undergrad,civil,100,238,1,0,0,1,0,0,49.858613842506806
undergrad,electrical,233,291,1,0,0,0,0,1,40.80603951105813
undergrad,mechanical,115,266,1,0,0,0,1,0,55.7440504771708
undergrad,civil,1,54,1,0,0,1,0,0,71.39077677260684
undergrad,electrical,268,369,1,0,0,0,0,1,57.18595771996768
undergrad,mechanical,91,120,1,0,0,0,1,0,54.12850080108676
undergrad,civil,179,208,1,0,0,1,0,0,60.054903650088804
undergrad,electrical,70,63,1,0,0,0,0,1,20.47706222134824
undergrad,mechanical,142,213,1,0,0,0,1,0,52.58225659690892
undergrad,civil,155,6,1,0,0,1,0,0,50.36499720406971
undergrad,electrical,57,199,1,0,0,0,0,1,38.779781272950906
undergrad,mechanical,244,153,1,0,0,0,1,0,59.49216983124799
undergrad,civil,39,318,1,0,0,1,0,0,71.76085935682188
undergrad,electrical,235,64,1,0,0,0,0,1,73.63598611988424
undergrad,mechanical,78,105,1,0,0,0,1,0,68.3585565281409
undergrad,civil,46,145,1,0,0,1,0,0,43.780324095256034
undergrad,electrical,152,74,1,0,0,0,0,1,58.023689435220554
undergrad,mechanical,83,125,1,0,0,0,1,0,94.57669253854667
undergrad,civil,16,389,1,0,0,1,0,0,45.46634136858887
undergrad,electrical,214,298,1,0,0,0,0,1,44.460126256609996
undergrad,mechanical,19,216,1,0,0,0,1,0,55.79571523313695
undergrad,civil,164,93,1,0,0,1,0,0,81.11039711622111
undergrad,electrical,3,220,1,0,0,0,0,1,72.26228242112497
undergrad,mechanical,38,381,1,0,0,0,1,0,10.30784010972831
undergrad,civil,176,392,1,0,0,1,0,0,51.79855941612429
undergrad,electrical,198,138,1,0,0,0,0,1,52.70031620841989
undergrad,mechanical,70,215,1,0,0,0,1,0,40.44675695676287
undergrad,civil,129,39,1,0,0,1,0,0,53.78679017910929
undergrad,electrical,95,178,1,0,0,0,0,1,60.933298797411794
undergrad,mechanical,170,25,1,0,0,0,1,0,66.65075126383655
undergrad,civil,103,11,1,0,0,1,0,0,72.5046334594977
undergrad,electrical,249,111,1,0,0,0,0,1,6.636835189945813
undergrad,mechanical,100,213,1,0,0,0,1,0,46.102413456575974
undergrad,civil,158,85,1,0,0,1,0,0,63.629950041387715
undergrad,electrical,241,171,1,0,0,0,0,1,37.42928220572073
undergrad,mechanical,155,86,1,0,0,0,1,0,49.32145954711866
undergrad,civil,113,38,1,0,0,1,0,0,70.04714272867868
undergrad,electrical,185,86,1,0,0,0,0,1,38.39662941590194
undergrad,mechanical,210,85,1,0,0,0,1,0,67.71627610158757
undergrad,civil,175,325,1,0,0,1,0,0,42.390342809884636
undergrad,electrical,106,229,1,0,0,0,0,1,36.98741307125526
undergrad,mechanical,195,39,1,0,0,0,1,0,31.105677295522888
undergrad,civil,107,20,1,0,0,1,0,0,53.15151603230717
undergrad,electrical,67,274,1,0,0,0,0,1,64.34612544266804
undergrad,mechanical,51,25,1,0,0,0,1,0,49.26462899281919
undergrad,civil,165,46,1,0,0,1,0,0,66.18186873202762
undergrad,electrical,181,255,1,0,0,0,0,1,42.943394265472534
undergrad,mechanical,124,257,1,0,0,0,1,0,25.567516514447227
undergrad,civil,252,264,1,0,0,1,0,0,76.83378572896541
undergrad,electrical,78,79,1,0,0,0,0,1,79.99819012904392
undergrad,mechanical,75,339,1,0,0,0,1,0,23.922436521068715
undergrad,civil,135,156,1,0,0,1,0,0,80.54723114939587
undergrad,electrical,297,373,1,0,0,0,0,1,46.4571919557044
undergrad,mechanical,126,91,1,0,0,0,1,0,29.15822032605608
undergrad,civil,161,173,1,0,0,1,0,0,60.32727720733209
undergrad,electrical,177,257,1,0,0,0,0,1,44.660183303019075
undergrad,mechanical,286,169,1,0,0,0,1,0,30.666513054035022
undergrad,civil,150,177,1,0,0,1,0,0,60.99285197160088
undergrad,electrical,188,339,1,0,0,0,0,1,37.04099504897863
undergrad,mechanical,161,284,1,0,0,0,1,0,27.745819975521897
undergrad,civil,4,360,1,0,0,1,0,0,30.58683426659274
undergrad,electrical,93,289,1,0,0,0,0,1,8.809660200935085
undergrad,mechanical,295,40,1,0,0,0,1,0,72.87464617158334
undergrad,civil,285,37,1,0,0,1,0,0,55.168103129591685
undergrad,electrical,114,334,1,0,0,0,0,1,18.30943148542375
undergrad,mechanical,9,29,1,0,0,0,1,0,34.45973812093921
undergrad,civil,33,99,1,0,0,1,0,0,54.45055917799243
undergrad,electrical,112,103,1,0,0,0,0,1,50.550725209320355
undergrad,mechanical,6,368,1,0,0,0,1,0,35.099308375269196
undergrad,civil,59,238,1,0,0,1,0,0,66.87505502360573
undergrad,electrical,241,302,1,0,0,0,0,1,52.113136600295974
undergrad,mechanical,37,381,1,0,0,0,1,0,33.008550543664384
undergrad,civil,95,143,1,0,0,1,0,0,56.111201898010705
undergrad,electrical,131,378,1,0,0,0,0,1,41.078049839139325
undergrad,mechanical,73,188,1,0,0,0,1,0,54.014731712891276
undergrad,civil,163,337,1,0,0,1,0,0,52.00889839786764
undergrad,electrical,30,177,1,0,0,0,0,1,20.77547510937195
undergrad,mechanical,288,358,1,0,0,0,1,0,30.53484627975338
undergrad,civil,199,309,1,0,0,1,0,0,38.107438749389125
undergrad,electrical,296,33,1,0,0,0,0,1,56.02939119074899
undergrad,mechanical,272,291,1,0,0,0,1,0,37.507652601954895
undergrad,civil,274,44,1,0,0,1,0,0,79.94729474624387
undergrad,electrical,255,350,1,0,0,0,0,1,45.53486381694675
undergrad,mechanical,141,375,1,0,0,0,1,0,42.232247024390965
undergrad,civil,6,291,1,0,0,1,0,0,50.42873960332473
undergrad,electrical,44,70,1,0,0,0,0,1,54.09804158678094
undergrad,mechanical,299,18,1,0,0,0,1,0,72.92793010804712
undergrad,civil,93,242,1,0,0,1,0,0,82.62077787046769
undergrad,electrical,116,18,1,0,0,0,0,1,41.89363808713115
undergrad,mechanical,39,348,1,0,0,0,1,0,21.30944383514276
undergrad,civil,106,40,1,0,0,1,0,0,76.77699745206716
undergrad,electrical,166,120,1,0,0,0,0,1,36.215523107329886
undergrad,mechanical,283,353,1,0,0,0,1,0,55.12834502162309
undergrad,civil,3,72,1,0,0,1,0,0,22.536350074377552
undergrad,electrical,226,150,1,0,0,0,0,1,59.63481824724293
undergrad,mechanical,280,354,1,0,0,0,1,0,40.665235914975966
undergrad,civil,48,236,1,0,0,1,0,0,63.15977318060627
undergrad,electrical,199,237,1,0,0,0,0,1,60.88785027594522
undergrad,mechanical,281,227,1,0,0,0,1,0,60.663070487426324
undergrad,civil,223,243,1,0,0,1,0,0,54.33972977274952
undergrad,electrical,144,141,1,0,0,0,0,1,36.356423383027526
undergrad,mechanical,90,40,1,0,0,0,1,0,51.762372194052716
undergrad,civil,248,388,1,0,0,1,0,0,71.4694122707115
undergrad,electrical,137,252,1,0,0,0,0,1,56.43118126901898
undergrad,mechanical,71,76,1,0,0,0,1,0,56.20537888890502
undergrad,civil,106,228,1,0,0,1,0,0,40.38028455641817
undergrad,electrical,283,187,1,0,0,0,0,1,32.19355030372538
undergrad,mechanical,285,149,1,0,0,0,1,0,73.74021021485657
undergrad,civil,68,9,1,0,0,1,0,0,55.65143381626067
undergrad,electrical,294,158,1,0,0,0,0,1,84.81291301454407
undergrad,mechanical,102,148,1,0,0,0,1,0,69.0874455051746
undergrad,civil,225,65,1,0,0,1,0,0,77.22101268270995
undergrad,electrical,71,169,1,0,0,0,0,1,33.419250953950254
undergrad,mechanical,24,37,1,0,0,0,1,0,62.996056133230866
undergrad,civil,223,183,1,0,0,1,0,0,49.58163330787044
undergrad,electrical,118,224,1,0,0,0,0,1,53.59872815013254
undergrad,mechanical,211,13,1,0,0,0,1,0,89.64926614707574
undergrad,civil,162,393,1,0,0,1,0,0,61.16017364364055
undergrad,electrical,48,192,1,0,0,0,0,1,29.247994343129285
undergrad,mechanical,51,316,1,0,0,0,1,0,55.0020000914021
undergrad,civil,96,323,1,0,0,1,0,0,21.373392517522845
undergrad,electrical,166,106,1,0,0,0,0,1,62.44133457389583
undergrad,mechanical,260,50,1,0,0,0,1,0,42.576743873304466
undergrad,civil,296,15,1,0,0,1,0,0,43.169847857140205
undergrad,electrical,273,203,1,0,0,0,0,1,68.4455611703309
undergrad,mechanical,190,313,1,0,0,0,1,0,36.00561788062545
undergrad,civil,153,183,1,0,0,1,0,0,49.32226113523512
undergrad,electrical,9,115,1,0,0,0,0,1,52.26763516392537
undergrad,mechanical,221,121,1,0,0,0,1,0,37.5485346960793
undergrad,civil,153,163,1,0,0,1,0,0,82.26249513903653
undergrad,electrical,207,330,1,0,0,0,0,1,58.952413265676654
undergrad,mechanical,175,88,1,0,0,0,1,0,74.91382383616812
undergrad,civil,252,51,1,0,0,1,0,0,46.348784955378704
undergrad,electrical,41,372,1,0,0,0,0,1,14.272072434321824
undergrad,mechanical,229,391,1,0,0,0,1,0,40.046977797711044
undergrad,civil,222,94,1,0,0,1,0,0,63.409514156459856
undergrad,electrical,244,124,1,0,0,0,0,1,66.4364931046675
undergrad,mechanical,112,288,1,0,0,0,1,0,58.8692256533007
undergrad,civil,296,124,1,0,0,1,0,0,52.95856923889693
undergrad,electrical,242,239,1,0,0,0,0,1,50.74184985828951
undergrad,mechanical,110,118,1,0,0,0,1,0,33.61839552324017
